ID,Wort (Deutsch),Artikel,Plural,Wortart,Bedeutung (Indonesisch),Niveau,Thema (Netzwerk Neu),Beispielsatz (Deutsch),Beispielsatz (Indonesisch)
"wort-1602","zergeben","","","Verb","memberikan (zer-)","A2","Netzwerk Neu A2 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'zergeben' sehr häufig: Sie gibt immer ihr Bestes.","Dalam bahasa Jerman kata 'zergeben' berarti memberikan (menghancurkan)."
"wort-1603","wiedergeben","","","Verb","memberikan (wieder-)","B1","Netzwerk Neu B1 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'wiedergeben' sehr häufig: Sie gibt immer ihr Bestes.","Dalam bahasa Jerman kata 'wiedergeben' berarti memberikan (kembali/ulang)."
"wort-1604","ansehen","","","Verb","melihat (an-)","B2","Netzwerk Neu B2 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'ansehen' sehr häufig: Wir sehen die Fortschritte täglich.","Dalam bahasa Jerman kata 'ansehen' berarti melihat (pada/ke)."
"wort-1605","absehen","","","Verb","melihat (ab-)","A1","Netzwerk Neu A1 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'absehen' sehr häufig: Wir sehen die Fortschritte täglich.","Dalam bahasa Jerman kata 'absehen' berarti melihat (mulai dari/melepaskan)."
"wort-1606","aufsehen","","","Verb","melihat (auf-)","A2","Netzwerk Neu A2 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'aufsehen' sehr häufig: Wir sehen die Fortschritte täglich.","Dalam bahasa Jerman kata 'aufsehen' berarti melihat (ke atas/terbuka)."
"wort-1607","aussehen","","","Verb","melihat (aus-)","B1","Netzwerk Neu B1 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'aussehen' sehr häufig: Wir sehen die Fortschritte täglich.","Dalam bahasa Jerman kata 'aussehen' berarti melihat (keluar/dari)."
"wort-1608","beisehen","","","Verb","melihat (bei-)","B2","Netzwerk Neu B2 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'beisehen' sehr häufig: Wir sehen die Fortschritte täglich.","Dalam bahasa Jerman kata 'beisehen' berarti melihat (pada/di dekat)."
"wort-1609","einsehen","","","Verb","melihat (ein-)","A1","Netzwerk Neu A1 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'einsehen' sehr häufig: Wir sehen die Fortschritte täglich.","Dalam bahasa Jerman kata 'einsehen' berarti melihat (ke dalam/memasuki)."
"wort-1610","mitsehen","","","Verb","melihat (mit-)","A2","Netzwerk Neu A2 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'mitsehen' sehr häufig: Wir sehen die Fortschritte täglich.","Dalam bahasa Jerman kata 'mitsehen' berarti melihat (bersama/turut)."
"wort-1611","nachsehen","","","Verb","melihat (nach-)","B1","Netzwerk Neu B1 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'nachsehen' sehr häufig: Wir sehen die Fortschritte täglich.","Dalam bahasa Jerman kata 'nachsehen' berarti melihat (menuju/sesudah)."
"wort-1612","vorsehen","","","Verb","melihat (vor-)","B2","Netzwerk Neu B2 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'vorsehen' sehr häufig: Wir sehen die Fortschritte täglich.","Dalam bahasa Jerman kata 'vorsehen' berarti melihat (di depan/sebelum)."
"wort-1613","zusehen","","","Verb","melihat (zu-)","A1","Netzwerk Neu A1 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'zusehen' sehr häufig: Wir sehen die Fortschritte täglich.","Dalam bahasa Jerman kata 'zusehen' berarti melihat (menutup/ke arah)."
"wort-1614","übersehen","","","Verb","melihat (über-)","A2","Netzwerk Neu A2 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'übersehen' sehr häufig: Wir sehen die Fortschritte täglich.","Dalam bahasa Jerman kata 'übersehen' berarti melihat (melalui/melebihi)."
"wort-1615","untersehen","","","Verb","melihat (unter-)","B1","Netzwerk Neu B1 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'untersehen' sehr häufig: Wir sehen die Fortschritte täglich.","Dalam bahasa Jerman kata 'untersehen' berarti melihat (di bawah)."
"wort-1616","versehen","","","Verb","melihat (ver-)","B2","Netzwerk Neu B2 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'versehen' sehr häufig: Wir sehen die Fortschritte täglich.","Dalam bahasa Jerman kata 'versehen' berarti melihat (proses perubahan)."
"wort-1617","entsehen","","","Verb","melihat (ent-)","A1","Netzwerk Neu A1 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'entsehen' sehr häufig: Wir sehen die Fortschritte täglich.","Dalam bahasa Jerman kata 'entsehen' berarti melihat (melepaskan diri)."
"wort-1618","besehen","","","Verb","melihat (be-)","A2","Netzwerk Neu A2 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'besehen' sehr häufig: Wir sehen die Fortschritte täglich.","Dalam bahasa Jerman kata 'besehen' berarti melihat (mengenai objek)."
"wort-1619","zersehen","","","Verb","melihat (zer-)","B1","Netzwerk Neu B1 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'zersehen' sehr häufig: Wir sehen die Fortschritte täglich.","Dalam bahasa Jerman kata 'zersehen' berarti melihat (menghancurkan)."
"wort-1620","wiedersehen","","","Verb","melihat (wieder-)","B2","Netzwerk Neu B2 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'wiedersehen' sehr häufig: Wir sehen die Fortschritte täglich.","Dalam bahasa Jerman kata 'wiedersehen' berarti melihat (kembali/ulang)."
"wort-1621","anhören","","","Verb","mendengar (an-)","A1","Netzwerk Neu A1 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'anhören' sehr häufig: Ich höre deutsche Podcasts auf dem Weg zur Arbeit.","Dalam bahasa Jerman kata 'anhören' berarti mendengar (pada/ke)."
"wort-1622","abhören","","","Verb","mendengar (ab-)","A2","Netzwerk Neu A2 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'abhören' sehr häufig: Ich höre deutsche Podcasts auf dem Weg zur Arbeit.","Dalam bahasa Jerman kata 'abhören' berarti mendengar (mulai dari/melepaskan)."
"wort-1623","aufhören","","","Verb","mendengar (auf-)","B1","Netzwerk Neu B1 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'aufhören' sehr häufig: Ich höre deutsche Podcasts auf dem Weg zur Arbeit.","Dalam bahasa Jerman kata 'aufhören' berarti mendengar (ke atas/terbuka)."
"wort-1624","aushören","","","Verb","mendengar (aus-)","B2","Netzwerk Neu B2 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'aushören' sehr häufig: Ich höre deutsche Podcasts auf dem Weg zur Arbeit.","Dalam bahasa Jerman kata 'aushören' berarti mendengar (keluar/dari)."
"wort-1625","beihören","","","Verb","mendengar (bei-)","A1","Netzwerk Neu A1 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'beihören' sehr häufig: Ich höre deutsche Podcasts auf dem Weg zur Arbeit.","Dalam bahasa Jerman kata 'beihören' berarti mendengar (pada/di dekat)."
"wort-1626","einhören","","","Verb","mendengar (ein-)","A2","Netzwerk Neu A2 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'einhören' sehr häufig: Ich höre deutsche Podcasts auf dem Weg zur Arbeit.","Dalam bahasa Jerman kata 'einhören' berarti mendengar (ke dalam/memasuki)."
"wort-1627","mithören","","","Verb","mendengar (mit-)","B1","Netzwerk Neu B1 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'mithören' sehr häufig: Ich höre deutsche Podcasts auf dem Weg zur Arbeit.","Dalam bahasa Jerman kata 'mithören' berarti mendengar (bersama/turut)."
"wort-1628","nachhören","","","Verb","mendengar (nach-)","B2","Netzwerk Neu B2 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'nachhören' sehr häufig: Ich höre deutsche Podcasts auf dem Weg zur Arbeit.","Dalam bahasa Jerman kata 'nachhören' berarti mendengar (menuju/sesudah)."
"wort-1629","vorhören","","","Verb","mendengar (vor-)","A1","Netzwerk Neu A1 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'vorhören' sehr häufig: Ich höre deutsche Podcasts auf dem Weg zur Arbeit.","Dalam bahasa Jerman kata 'vorhören' berarti mendengar (di depan/sebelum)."
"wort-1630","zuhören","","","Verb","mendengar (zu-)","A2","Netzwerk Neu A2 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'zuhören' sehr häufig: Ich höre deutsche Podcasts auf dem Weg zur Arbeit.","Dalam bahasa Jerman kata 'zuhören' berarti mendengar (menutup/ke arah)."
"wort-1631","überhören","","","Verb","mendengar (über-)","B1","Netzwerk Neu B1 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'überhören' sehr häufig: Ich höre deutsche Podcasts auf dem Weg zur Arbeit.","Dalam bahasa Jerman kata 'überhören' berarti mendengar (melalui/melebihi)."
"wort-1632","unterhören","","","Verb","mendengar (unter-)","B2","Netzwerk Neu B2 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'unterhören' sehr häufig: Ich höre deutsche Podcasts auf dem Weg zur Arbeit.","Dalam bahasa Jerman kata 'unterhören' berarti mendengar (di bawah)."
"wort-1633","verhören","","","Verb","mendengar (ver-)","A1","Netzwerk Neu A1 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'verhören' sehr häufig: Ich höre deutsche Podcasts auf dem Weg zur Arbeit.","Dalam bahasa Jerman kata 'verhören' berarti mendengar (proses perubahan)."
"wort-1634","enthören","","","Verb","mendengar (ent-)","A2","Netzwerk Neu A2 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'enthören' sehr häufig: Ich höre deutsche Podcasts auf dem Weg zur Arbeit.","Dalam bahasa Jerman kata 'enthören' berarti mendengar (melepaskan diri)."
"wort-1635","behören","","","Verb","mendengar (be-)","B1","Netzwerk Neu B1 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'behören' sehr häufig: Ich höre deutsche Podcasts auf dem Weg zur Arbeit.","Dalam bahasa Jerman kata 'behören' berarti mendengar (mengenai objek)."
"wort-1636","zerhören","","","Verb","mendengar (zer-)","B2","Netzwerk Neu B2 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'zerhören' sehr häufig: Ich höre deutsche Podcasts auf dem Weg zur Arbeit.","Dalam bahasa Jerman kata 'zerhören' berarti mendengar (menghancurkan)."
"wort-1637","wiederhören","","","Verb","mendengar (wieder-)","A1","Netzwerk Neu A1 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'wiederhören' sehr häufig: Ich höre deutsche Podcasts auf dem Weg zur Arbeit.","Dalam bahasa Jerman kata 'wiederhören' berarti mendengar (kembali/ulang)."
"wort-1638","anfinden","","","Verb","menemukan (an-)","A2","Netzwerk Neu A2 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'anfinden' sehr häufig: Endlich finden wir eine gute Lösung.","Dalam bahasa Jerman kata 'anfinden' berarti menemukan (pada/ke)."
"wort-1639","abfinden","","","Verb","menemukan (ab-)","B1","Netzwerk Neu B1 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'abfinden' sehr häufig: Endlich finden wir eine gute Lösung.","Dalam bahasa Jerman kata 'abfinden' berarti menemukan (mulai dari/melepaskan)."
"wort-1640","auffinden","","","Verb","menemukan (auf-)","B2","Netzwerk Neu B2 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'auffinden' sehr häufig: Endlich finden wir eine gute Lösung.","Dalam bahasa Jerman kata 'auffinden' berarti menemukan (ke atas/terbuka)."
"wort-1641","ausfinden","","","Verb","menemukan (aus-)","A1","Netzwerk Neu A1 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'ausfinden' sehr häufig: Endlich finden wir eine gute Lösung.","Dalam bahasa Jerman kata 'ausfinden' berarti menemukan (keluar/dari)."
"wort-1642","beifinden","","","Verb","menemukan (bei-)","A2","Netzwerk Neu A2 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'beifinden' sehr häufig: Endlich finden wir eine gute Lösung.","Dalam bahasa Jerman kata 'beifinden' berarti menemukan (pada/di dekat)."
"wort-1643","einfinden","","","Verb","menemukan (ein-)","B1","Netzwerk Neu B1 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'einfinden' sehr häufig: Endlich finden wir eine gute Lösung.","Dalam bahasa Jerman kata 'einfinden' berarti menemukan (ke dalam/memasuki)."
"wort-1644","mitfinden","","","Verb","menemukan (mit-)","B2","Netzwerk Neu B2 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'mitfinden' sehr häufig: Endlich finden wir eine gute Lösung.","Dalam bahasa Jerman kata 'mitfinden' berarti menemukan (bersama/turut)."
"wort-1645","nachfinden","","","Verb","menemukan (nach-)","A1","Netzwerk Neu A1 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'nachfinden' sehr häufig: Endlich finden wir eine gute Lösung.","Dalam bahasa Jerman kata 'nachfinden' berarti menemukan (menuju/sesudah)."
"wort-1646","vorfinden","","","Verb","menemukan (vor-)","A2","Netzwerk Neu A2 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'vorfinden' sehr häufig: Endlich finden wir eine gute Lösung.","Dalam bahasa Jerman kata 'vorfinden' berarti menemukan (di depan/sebelum)."
"wort-1647","zufinden","","","Verb","menemukan (zu-)","B1","Netzwerk Neu B1 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'zufinden' sehr häufig: Endlich finden wir eine gute Lösung.","Dalam bahasa Jerman kata 'zufinden' berarti menemukan (menutup/ke arah)."
"wort-1648","überfinden","","","Verb","menemukan (über-)","B2","Netzwerk Neu B2 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'überfinden' sehr häufig: Endlich finden wir eine gute Lösung.","Dalam bahasa Jerman kata 'überfinden' berarti menemukan (melalui/melebihi)."
"wort-1649","unterfinden","","","Verb","menemukan (unter-)","A1","Netzwerk Neu A1 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'unterfinden' sehr häufig: Endlich finden wir eine gute Lösung.","Dalam bahasa Jerman kata 'unterfinden' berarti menemukan (di bawah)."
"wort-1650","verfinden","","","Verb","menemukan (ver-)","A2","Netzwerk Neu A2 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'verfinden' sehr häufig: Endlich finden wir eine gute Lösung.","Dalam bahasa Jerman kata 'verfinden' berarti menemukan (proses perubahan)."
"wort-1651","entfinden","","","Verb","menemukan (ent-)","B1","Netzwerk Neu B1 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'entfinden' sehr häufig: Endlich finden wir eine gute Lösung.","Dalam bahasa Jerman kata 'entfinden' berarti menemukan (melepaskan diri)."
"wort-1652","befinden","","","Verb","menemukan (be-)","B2","Netzwerk Neu B2 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'befinden' sehr häufig: Endlich finden wir eine gute Lösung.","Dalam bahasa Jerman kata 'befinden' berarti menemukan (mengenai objek)."
"wort-1653","zerfinden","","","Verb","menemukan (zer-)","A1","Netzwerk Neu A1 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'zerfinden' sehr häufig: Endlich finden wir eine gute Lösung.","Dalam bahasa Jerman kata 'zerfinden' berarti menemukan (menghancurkan)."
"wort-1654","wiederfinden","","","Verb","menemukan (wieder-)","A2","Netzwerk Neu A2 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'wiederfinden' sehr häufig: Endlich finden wir eine gute Lösung.","Dalam bahasa Jerman kata 'wiederfinden' berarti menemukan (kembali/ulang)."
"wort-1655","anhalten","","","Verb","memegang / mempertahankan (an-)","B1","Netzwerk Neu B1 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'anhalten' sehr häufig: Er hält sein gegebenes Versprechen.","Dalam bahasa Jerman kata 'anhalten' berarti memegang / mempertahankan (pada/ke)."
"wort-1656","abhalten","","","Verb","memegang / mempertahankan (ab-)","B2","Netzwerk Neu B2 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'abhalten' sehr häufig: Er hält sein gegebenes Versprechen.","Dalam bahasa Jerman kata 'abhalten' berarti memegang / mempertahankan (mulai dari/melepaskan)."
"wort-1657","aufhalten","","","Verb","memegang / mempertahankan (auf-)","A1","Netzwerk Neu A1 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'aufhalten' sehr häufig: Er hält sein gegebenes Versprechen.","Dalam bahasa Jerman kata 'aufhalten' berarti memegang / mempertahankan (ke atas/terbuka)."
"wort-1658","aushalten","","","Verb","memegang / mempertahankan (aus-)","A2","Netzwerk Neu A2 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'aushalten' sehr häufig: Er hält sein gegebenes Versprechen.","Dalam bahasa Jerman kata 'aushalten' berarti memegang / mempertahankan (keluar/dari)."
"wort-1659","beihalten","","","Verb","memegang / mempertahankan (bei-)","B1","Netzwerk Neu B1 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'beihalten' sehr häufig: Er hält sein gegebenes Versprechen.","Dalam bahasa Jerman kata 'beihalten' berarti memegang / mempertahankan (pada/di dekat)."
"wort-1660","einhalten","","","Verb","memegang / mempertahankan (ein-)","B2","Netzwerk Neu B2 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'einhalten' sehr häufig: Er hält sein gegebenes Versprechen.","Dalam bahasa Jerman kata 'einhalten' berarti memegang / mempertahankan (ke dalam/memasuki)."
"wort-1661","mithalten","","","Verb","memegang / mempertahankan (mit-)","A1","Netzwerk Neu A1 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'mithalten' sehr häufig: Er hält sein gegebenes Versprechen.","Dalam bahasa Jerman kata 'mithalten' berarti memegang / mempertahankan (bersama/turut)."
"wort-1662","nachhalten","","","Verb","memegang / mempertahankan (nach-)","A2","Netzwerk Neu A2 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'nachhalten' sehr häufig: Er hält sein gegebenes Versprechen.","Dalam bahasa Jerman kata 'nachhalten' berarti memegang / mempertahankan (menuju/sesudah)."
"wort-1663","vorhalten","","","Verb","memegang / mempertahankan (vor-)","B1","Netzwerk Neu B1 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'vorhalten' sehr häufig: Er hält sein gegebenes Versprechen.","Dalam bahasa Jerman kata 'vorhalten' berarti memegang / mempertahankan (di depan/sebelum)."
"wort-1664","zuhalten","","","Verb","memegang / mempertahankan (zu-)","B2","Netzwerk Neu B2 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'zuhalten' sehr häufig: Er hält sein gegebenes Versprechen.","Dalam bahasa Jerman kata 'zuhalten' berarti memegang / mempertahankan (menutup/ke arah)."
"wort-1665","überhalten","","","Verb","memegang / mempertahankan (über-)","A1","Netzwerk Neu A1 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'überhalten' sehr häufig: Er hält sein gegebenes Versprechen.","Dalam bahasa Jerman kata 'überhalten' berarti memegang / mempertahankan (melalui/melebihi)."
"wort-1666","unterhalten","","","Verb","memegang / mempertahankan (unter-)","A2","Netzwerk Neu A2 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'unterhalten' sehr häufig: Er hält sein gegebenes Versprechen.","Dalam bahasa Jerman kata 'unterhalten' berarti memegang / mempertahankan (di bawah)."
"wort-1667","verhalten","","","Verb","memegang / mempertahankan (ver-)","B1","Netzwerk Neu B1 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'verhalten' sehr häufig: Er hält sein gegebenes Versprechen.","Dalam bahasa Jerman kata 'verhalten' berarti memegang / mempertahankan (proses perubahan)."
"wort-1668","enthalten","","","Verb","memegang / mempertahankan (ent-)","B2","Netzwerk Neu B2 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'enthalten' sehr häufig: Er hält sein gegebenes Versprechen.","Dalam bahasa Jerman kata 'enthalten' berarti memegang / mempertahankan (melepaskan diri)."
"wort-1669","behalten","","","Verb","memegang / mempertahankan (be-)","A1","Netzwerk Neu A1 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'behalten' sehr häufig: Er hält sein gegebenes Versprechen.","Dalam bahasa Jerman kata 'behalten' berarti memegang / mempertahankan (mengenai objek)."
